id,region,year,organization,category,title_ja,title_en,language,url,landing_url,doi,notes
jsfc-jspccs2021-fetal-echo-2nd,JP,2021,日本胎児心臓病学会 / 日本小児循環器学会,胎児,胎児心エコー検査ガイドライン（第2版）,"JSPCCS/JSFC Guidelines for Fetal Echocardiography, Second Edition (2021)",ja,https://www.jsfc.jp/wp-content/uploads/2021/09/bd7b80d4e92b9584a3f98f3469fdbc07.pdf,https://www.jsfc.jp/guidelines,,Issued 2021-02-25; 日本小児循環器学会雑誌 37(S1): S1.1-S1.57. URL literal from search index (title matched vol/pages). Minds: https://minds.jcqhc.or.jp/summary/c00652/ ; journal page https://jpccs.jp/index.html?vol=37&no=s1
jspccs2006-fetal-echo-1st,JP,2006,日本胎児心臓病研究会 / 日本小児循環器学会,胎児,"胎児心エコー検査ガイドライン（初版, 2006）","Guidelines for Fetal Echocardiography (1st edition, 2006)",ja,https://jspccs.jp/wp-content/uploads/j2205_591.pdf,https://jspccs.jp/publication/guideline/,,班長 里見元義. 日本小児循環器学会雑誌 22(5) (2006). Superseded by 2nd edition. URL literal from search index.
jpeds2019-palivizumab-consensus,JP,2019,日本小児科学会 ほか,薬物療法,日本におけるパリビズマブの使用に関するコンセンサスガイドライン（2019）,Consensus Guidelines on the Use of Palivizumab in Japan (2019),ja,https://www.jpeds.or.jp/uploads/files/20190402palivizumabGL.pdf,https://www.jpeds.or.jp/,,Covers hemodynamically significant CHD indications. URL literal from search index.
jcs2018-pediatric-dx-drug,JP,2018,日本循環器学会 / 日本小児循環器学会 ほか合同研究班,薬物療法,先天性心疾患並びに小児期心疾患の診断検査と薬物療法ガイドライン（2018年改訂版）,JCS 2018 Guideline on Diagnostic Testing and Pharmacotherapy in Congenital and Pediatric Heart Disease,ja,https://www.j-circ.or.jp/cms/wp-content/uploads/2020/02/JCS2018_Yasukochi.pdf,https://www.j-circ.or.jp/guideline/guideline-series/,,班長 安河内聰. URL taken literally from search-engine index. Egress proxy blocked all direct verification.
jspccs2005-palivizumab-chd,JP,2005,日本小児循環器学会,薬物療法,先天性心疾患児におけるパリビズマブの使用に関するガイドライン,Guidelines for Use of Palivizumab in Children with Congenital Heart Disease (JSPCCS),ja,https://jspccs.jp/wp-content/uploads/j2101_060.pdf,https://jspccs.jp/publication/guideline/,,"日本小児循環器学会雑誌 21(1) (2005). 2019 revised consensus version: https://jpccs.jp/10.9794/jspccs.35.S2_1/data/index.html (PDF likely .../data/index.pdf, not confirmed). URL literal from search index."
jcs2022-chd-longterm,JP,2022,日本循環器学会 / 日本胸部外科学会 / 日本小児循環器学会 / 日本心臓血管外科学会 / 日本成人先天性心疾患学会 / 日本心臓病学会,術後管理・遠隔期,2022年改訂版 先天性心疾患術後遠隔期の管理・侵襲的治療に関するガイドライン,JCS 2022 Guideline on Management and Re-Interventional Therapy in Patients With Congenital Heart Disease Long-Term After Initial Repair,ja,https://www.j-circ.or.jp/cms/wp-content/uploads/2022/03/JCS2022_Ohuchi_Kawada.pdf,https://www.j-circ.or.jp/guideline/guideline-series/,,班長 大内秀雄・川田博昭. Issued 2022-03-11. URL literal from search index.
jcs2022-chd-longterm-en,JP,2022,"Japanese Circulation Society (Circulation Journal, J-STAGE)",術後管理・遠隔期,（英語版）2022年改訂版 先天性心疾患術後遠隔期の管理・侵襲的治療に関するガイドライン,JCS 2022 Guideline on Management and Re-Interventional Therapy in Patients With Congenital Heart Disease Long-Term After Initial Repair (Circ J 2022;86:1591-1690),en,https://www.jstage.jst.go.jp/article/circj/86/10/86_CJ-22-0134/_pdf,https://www.jstage.jst.go.jp/article/circj/86/10/86_CJ-22-0134/_article,,PDF path derived from J-STAGE article page using standard /_pdf suffix (article page literal in search results). DOI 10.1253/circj.CJ-22-0134.
jcs2012-chd-longterm,JP,2012,日本循環器学会 合同研究班,術後管理・遠隔期,先天性心疾患術後遠隔期の管理・侵襲的治療に関するガイドライン（2012年改訂版）,Guidelines for Management and Re-interventional Therapy in Patients with Congenital Heart Disease Long-term after Initial Repair (JCS 2012),ja,https://plaza.umin.ac.jp/~jscvs/wordpress/wp-content/uploads/2020/06/JCS2012_echigo_h.pdf,https://jscvs.or.jp/guidelines/,,"班長 越後茂之. Superseded by 2022 edition. URL is JSCVS mirror (literal in search); original j-circ path cited as http://www.j-circ.or.jp/guideline/pdf/JCS2012_echigo_h.pdf (legacy, may redirect to /old/guideline/pdf/)."
jcs2021-echocardiography,JP,2021,日本循環器学会 / 日本心エコー図学会 / 日本小児循環器学会 ほか,診断・画像,2021年改訂版 循環器超音波検査の適応と判読ガイドライン,JCS 2021 Guideline on the Clinical Application of Echocardiography,ja,https://www.j-circ.or.jp/cms/wp-content/uploads/2021/03/JCS2021_Ohte.pdf,https://www.j-circ.or.jp/guideline/guideline-series/,,班長 大手信之. Includes congenital/pediatric echo and fetal echo sections; listed on JSPCCS page. URL literal from search index.
jcs2024-genetic-testing,JP,2024,日本循環器学会 / 日本心臓病学会 / 日本小児循環器学会,遺伝・発達,2024年改訂版 心臓血管疾患における遺伝学的検査と遺伝カウンセリングに関するガイドライン,JCS/JCC/JSPCCS 2024 Guideline on Genetic Testing and Counseling in Cardiovascular Disease,ja,https://www.j-circ.or.jp/cms/wp-content/uploads/2024/03/JCS2024_Imai.pdf,https://www.j-circ.or.jp/guideline/guideline-series/,,"班長 今井靖. Covers CHD genetics, syndromic CHD, counseling. URL literal from search index."
jcs2024-genetic-testing-en,JP,2024,"Japanese Circulation Society / JCC / JSPCCS (Circulation Journal, J-STAGE)",遺伝・発達,（英語版）2024年改訂版 心臓血管疾患における遺伝学的検査と遺伝カウンセリングに関するガイドライン,JCS/JCC/JSPCCS 2024 Guideline on Genetic Testing and Counseling in Cardiovascular Disease (Circ J 2024;88:2022-2099),en,https://www.jstage.jst.go.jp/article/circj/advpub/0/advpub_CJ-23-0926/_pdf/-char/en,https://www.jstage.jst.go.jp/article/circj/88/12/88_CJ-23-0926/_html/-char/en,,URL literal from search index. Also J Cardiol PDF: https://www.journal-of-cardiology.com/article/S0914-5087(24)00208-9/pdf
aha-2023-palliative-care-children-heart-disease,US,2023,AHA,その他,心疾患をもつ小児の生涯にわたる緩和ケア（AHA科学声明）,Palliative Care Across the Life Span for Children With Heart Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/HCQ.0000000000000114,https://pmc.ncbi.nlm.nih.gov/articles/PMC10472747/,10.1161/HCQ.0000000000000114,Circ Cardiovasc Qual Outcomes 2023;16:e000114. PubMed 36633003; free full text PMC10472747.
aha-2017-telemedicine-pediatric-cardiology,US,2017,AHA,その他,小児循環器領域における遠隔医療（AHA科学声明）,Telemedicine in Pediatric Cardiology: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000478,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000478,10.1161/CIR.0000000000000478,Satou GM et al. Circulation 2017;135:e648-e678.
pics-scai-2023-cath-consensus,US,2024,"PICS/SCAI (multi-society; endorsed by CCAS, AAPM)",カテーテル治療,小児および成人先天性心疾患の心臓カテーテル検査に関する専門家コンセンサス（PICS/AEPC/APPCS/CSANZ/SCAI/SOLACI）,PICS/AEPC/APPCS/CSANZ/SCAI/SOLACI: Expert Consensus Statement on Cardiac Catheterization for Pediatric Patients and Adults With Congenital Heart Disease,en,https://www.jacc.org/doi/pdf/10.1016/j.jcin.2023.11.001,https://www.jacc.org/doi/10.1016/j.jcin.2023.11.001,10.1016/j.jcin.2023.11.001,"Published online Dec 2023, JACC Cardiovasc Interv 2024. Co-published in JSCAI (PII S2772-9303(23)01183-3)."
scai-ccas-spa-2016-anesthesia-sedation-cath,US,2016,SCAI/CCAS/SPA,カテーテル治療,小児・先天性心疾患カテーテル室における麻酔・鎮静の専門家コンセンサス（SCAI/CCAS/SPA）,SCAI/CCAS/SPA Expert Consensus Statement for Anesthesia and Sedation Practice: Recommendations for Patients Undergoing Diagnostic and Therapeutic Procedures in the Pediatric and Congenital Cardiac Catheterization Laboratory,en,https://www.scai.org/publications/clinical-documents/scaiccasspa-expert-consensus-statement-anesthesia-and-sedation,https://pubmed.ncbi.nlm.nih.gov/27801973/,,Odegard KC et al. Catheter Cardiovasc Interv 2016. PMID 27801973; DOI not captured from search results.
aha-2011-cath-indications-pediatric,US,2011,"AHA (endorsed by SCAI, AAP)",カテーテル治療,小児心疾患における心臓カテーテル検査・インターベンションの適応（AHA科学声明）,Indications for Cardiac Catheterization and Intervention in Pediatric Cardiac Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0b013e31821b1f10,https://www.ahajournals.org/doi/10.1161/CIR.0b013e31821b1f10,10.1161/CIR.0b013e31821b1f10,Feltes TF et al. Circulation 2011;123:2607-2652.
paces-2021-cied-pediatric,US,2021,"PACES (with HRS, ACC, AHA, AEPC; endorsed by APHRS, IHRS, LAHRS)",不整脈,小児患者における植込み型心臓電気デバイスの適応と管理（2021 PACES専門家コンセンサス）,2021 PACES Expert Consensus Statement on the Indications and Management of Cardiovascular Implantable Electronic Devices in Pediatric Patients,en,https://www.heartrhythmjournal.com/article/S1547-5271(21)01916-0/pdf,https://www.heartrhythmjournal.com/article/S1547-5271(21)01916-0/fulltext,10.1016/j.hrthm.2021.07.038,"Shah MJ, Silka MJ et al. Heart Rhythm 2021;18:1888-1924. Executive summary co-published (Cardiol Young / JACC EP 10.1016/j.jacep.2021.07.009)."
aap-2021-sudden-death-young,US,2021,AAP (Section on Cardiology and Cardiac Surgery; with PACES),不整脈,若年者の突然死：プライマリケア医のための情報（AAP臨床報告）,Sudden Death in the Young: Information for the Primary Care Provider (AAP Clinical Report),en,https://publications.aap.org/pediatrics/article-pdf/148/1/e2021052044/1353620/peds_2021052044.pdf,https://publications.aap.org/pediatrics/article/148/1/e2021052044/179969/,10.1542/peds.2021-052044,Erickson CC et al. Pediatrics 2021;148:e2021052044. SCA/SCD risk screening for all youths.
paces-hrs-2016-catheter-ablation,US,2016,"PACES/HRS (endorsed by AAP, AHA, AEPC)",不整脈,小児および先天性心疾患患者におけるカテーテルアブレーション（PACES/HRS専門家コンセンサス）,PACES/HRS Expert Consensus Statement on the Use of Catheter Ablation in Children and Patients with Congenital Heart Disease,en,https://www.heartrhythmjournal.com/article/S1547-5271(16)00172-7/pdf,https://www.hrsonline.org/guidance/clinical-resources/paceshrs-expert-consensus-statement-use-catheter-ablation-children-and-patients-congenital-heart,10.1016/j.hrthm.2016.02.009,"Saul JP, Kanter RJ et al. Heart Rhythm 2016;13:e251-e289."
paces-hrs-2014-achd-arrhythmias,US,2014,"PACES/HRS (endorsed by ACC, AHA, EHRA, CHRS, ISACHD)",不整脈,成人先天性心疾患における不整脈の認識と管理（PACES/HRS専門家コンセンサス）,PACES/HRS Expert Consensus Statement on the Recognition and Management of Arrhythmias in Adult Congenital Heart Disease,en,https://www.heartrhythmjournal.com/article/S1547-5271(14)00513-X/pdf,https://www.hrsonline.org/resource/2014-paceshrs-expert-consensus-statement-recognition-and-management-arrhythmias-adult-congenital/,10.1016/j.hrthm.2014.05.009,Khairy P et al. Heart Rhythm 2014;11:e102-e165; also Can J Cardiol 2014;30:e1-e63 (10.1016/j.cjca.2014.09.002).
paces-hrs-2014-va-structurally-normal-heart,US,2014,PACES/HRS,不整脈,器質的心疾患のない小児の心室性不整脈の評価と管理（PACES/HRS専門家コンセンサス）,PACES/HRS Expert Consensus Statement on the Evaluation and Management of Ventricular Arrhythmias in the Child With a Structurally Normal Heart,en,https://www.heartuniversity.org/wp-content/uploads/paces-hrs.pdf,https://www.hrsonline.org/guidance/clinical-resources/evaluation-and-management-ventricular-arrhythmias-child-structurally-normal-heart,10.1016/j.hrthm.2014.05.010,Crosson JE et al. Heart Rhythm 2014;11:e55-e78.
paces-hrs-2012-asymptomatic-wpw,US,2012,"PACES/HRS (endorsed by ACCF, AHA, AAP, CHRS)",不整脈,無症候性WPW心電図パターンを有する若年患者の管理（PACES/HRS専門家コンセンサス）,"PACES/HRS Expert Consensus Statement on the Management of the Asymptomatic Young Patient with a Wolff-Parkinson-White (WPW, Ventricular Preexcitation) Electrocardiographic Pattern",en,https://www.aiac.it/allegati/import/2018/03/2012-PACES-HRS-Asymptomatic-WPW.pdf,https://www.hrsonline.org/resource/2012-management-asymptomatic-young-patient-wolff-parkinson-white/,10.1016/j.hrthm.2012.03.050,Cohen MI et al. Heart Rhythm 2012;9:1006-1024.
aats-2017-aaoca-consensus,US,2017,AATS,外科治療,冠動脈大動脈起始異常の専門家コンセンサスガイドライン（AATS）,Expert consensus guidelines: Anomalous aortic origin of a coronary artery,en,https://www.jtcvs.org/article/S0022-5223(17)30134-4/pdf,https://www.jtcvs.org/article/S0022-5223(17)30134-4/fulltext,10.1016/j.jtcvs.2016.06.066,Brothers JA et al. J Thorac Cardiovasc Surg 2017;153:1440-1457.
aha-2017-pregnancy-complex-chd,US,2017,AHA,妊娠・出産,複雑先天性心疾患患者の妊娠管理（AHA科学声明）,Management of Pregnancy in Patients With Complex Congenital Heart Disease: A Scientific Statement for Healthcare Professionals From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000458,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000458,10.1161/CIR.0000000000000458,Canobbio MM et al. Circulation 2017;135:e50-e87.
aha-2026-physical-activity-pediatric-cardiomyopathy,US,2026,AHA,学校・スポーツ,小児心筋症における身体活動（AHA科学声明）,Physical Activity in Pediatric Cardiomyopathies: Moving for Health: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000001431,https://www.ahajournals.org/doi/10.1161/CIR.0000000000001431,10.1161/CIR.0000000000001431,Found via search (Circulation). Publication year inferred from DOI sequence (2025-2026); verify.
aha-acc-2015-athletes-task-force-4-chd,US,2015,AHA/ACC,学校・スポーツ,競技アスリートの適格性・失格勧告 タスクフォース4：先天性心疾患（AHA/ACC）,Eligibility and Disqualification Recommendations for Competitive Athletes With Cardiovascular Abnormalities: Task Force 4: Congenital Heart Disease: A Scientific Statement From the AHA and ACC,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000240,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000240,10.1161/CIR.0000000000000240,Van Hare GF et al. Circulation 2015;132:e281-e291; JACC 2015;66:2372-2384 (10.1016/j.jacc.2015.09.036).
aha-2013-physical-activity-chd,US,2013,AHA,学校・スポーツ,先天性心疾患をもつ小児・成人の身体活動の推進（AHA科学声明）,Promotion of Physical Activity for Children and Adults With Congenital Heart Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0b013e318293688f,https://www.ahajournals.org/doi/10.1161/CIR.0b013e318293688f,10.1161/CIR.0b013e318293688f,Longmuir PE et al. Circulation 2013;127:2147-2159.
aha-2024-kawasaki-update,US,2024,AHA,川崎病,川崎病の診断と管理の更新（AHA科学声明 2024）,Update on Diagnosis and Management of Kawasaki Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000001295,https://www.ahajournals.org/doi/10.1161/CIR.0000000000001295,10.1161/CIR.0000000000001295,"Circulation 2024;150:e481-e500 (published Dec 3, 2024). Correction: 10.1161/CIR.0000000000001313."
aha-2017-kawasaki,US,2017,AHA,川崎病,川崎病の診断・治療・長期管理（AHA科学声明 2017）,"Diagnosis, Treatment, and Long-Term Management of Kawasaki Disease: A Scientific Statement for Health Professionals From the AHA",en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000484,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000484,10.1161/CIR.0000000000000484,McCrindle BW et al. Circulation 2017;135:e927-e999.
ishlt-2025-pediatric-heart-failure-update,US,2025,"ISHLT (with AEPC, PACES)",心不全,小児心不全管理ガイドライン（ISHLT 2025更新）,The International Society for Heart and Lung Transplantation Guidelines for the Management of Pediatric Heart Failure (Update From 2014),en,https://www.jhltonline.org/article/S1053-2498(25)02030-3/pdf,https://www.jhltonline.org/article/S1053-2498(25)02030-3/fulltext,,JHLT 2025;44(10). DOI not captured (PII S1053-2498(25)02030-3). Companion 'Authors Insights' article PII S1053-2498(25)02031-5.
ishlt-2024-transplant-candidates,US,2024,ISHLT,心不全,心臓移植候補者の評価とケアに関するISHLTガイドライン2024（小児セクションを含む）,International Society for Heart and Lung Transplantation Guidelines for the Evaluation and Care of Cardiac Transplant Candidates - 2024,en,https://www.jhltonline.org/article/S1053-2498(24)01679-6/pdf,https://www.jhltonline.org/article/S1053-2498(24)01679-6/fulltext,10.1016/j.healun.2024.05.010,Each task force co-chaired by a pediatric transplant physician. DOI from memory (PII confirmed by search) - verify.
aha-2024-chronic-hf-children-chd,US,2024,AHA,心不全,先天性心疾患をもつ小児・思春期の慢性心不全の評価と管理（AHA科学声明）,Evaluation and Management of Chronic Heart Failure in Children and Adolescents With Congenital Heart Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000001245,https://www.ahajournals.org/doi/10.1161/CIR.0000000000001245,10.1161/CIR.0000000000001245,Circulation 2024;150:e33-e50.
aha-2023-cardiomyopathy-children-treatment,US,2023,AHA,心不全,小児心筋症の治療戦略（AHA科学声明）,Treatment Strategies for Cardiomyopathy in Children: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000001151,https://www.ahajournals.org/doi/10.1161/CIR.0000000000001151,10.1161/CIR.0000000000001151,Circulation 2023;148:174-195. Companion to 2019 classification statement.
ishlt-2021-pediatric-vad,US,2021,ISHLT (endorsed by AHA),心不全,小児・先天性心疾患患者の補助人工心臓の選択と管理（ISHLTコンセンサス、AHA承認）,"ISHLT consensus statement for the selection and management of pediatric and congenital heart disease patients on ventricular assist devices, Endorsed by the AHA",en,https://scholarlycommons.henryford.com/cgi/viewcontent.cgi?article=1799&context=cardiology_articles,https://www.jhltonline.org/article/S1053-2498(21)02301-9/fulltext,10.1016/j.healun.2021.04.015,Lorts A et al. J Heart Lung Transplant 2021;40:709-732. Open repository copy at Henry Ford Scholarly Commons.
aha-2021-myocarditis-children,US,2021,AHA,心不全,小児心筋炎の診断と管理（AHA科学声明）,Diagnosis and Management of Myocarditis in Children: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000001001,https://www.ahajournals.org/doi/10.1161/CIR.0000000000001001,10.1161/CIR.0000000000001001,Law YM et al. Circulation 2021;144:e123-e135.
aha-2019-cardiomyopathy-children-classification,US,2019,AHA,心不全,小児心筋症：分類と診断（AHA科学声明）,Cardiomyopathy in Children: Classification and Diagnosis: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000682,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000682,10.1161/CIR.0000000000000682,Lipshultz SE et al. Circulation 2019;140:e9-e68.
aha-2016-chronic-hf-chd,US,2016,AHA,心不全,先天性心疾患における慢性心不全（AHA科学声明）,Chronic Heart Failure in Congenital Heart Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000352,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000352,10.1161/CIR.0000000000000352,Stout KK et al. Circulation 2016;133:770-801.
ishlt-2014-pediatric-heart-failure,US,2014,"ISHLT (with AEPC, PACES)",心不全,小児心不全管理ガイドライン（ISHLT 2014）,The International Society for Heart and Lung Transplantation Guidelines for the Management of Pediatric Heart Failure,en,https://www.jhltonline.org/article/S1053-2498(14)01156-5/pdf,https://www.ishlt.org/education-and-publications/standards-guidelines-detail/ishlt-guidelines-for-the-management-of-pediatric-heart-failure,10.1016/j.healun.2014.06.002,Kirk R et al. J Heart Lung Transplant 2014;33:888-909 (executive summary; full monograph ISHLT Vol 8). DOI is that of executive summary.
aha-2021-vgs-ie-prevention,US,2021,AHA,感染性心内膜炎,Viridans群レンサ球菌感染性心内膜炎の予防（AHA科学声明 2021）,Prevention of Viridans Group Streptococcal Infective Endocarditis: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000969,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000969,10.1161/CIR.0000000000000969,Wilson WR et al. Circulation 2021;143:e963-e978. Review/update of 2007 prophylaxis recommendations.
aha-2015-ie-childhood,US,2015,AHA,感染性心内膜炎,小児期の感染性心内膜炎：2015年更新（AHA科学声明）,Infective Endocarditis in Childhood: 2015 Update: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000298,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000298,10.1161/CIR.0000000000000298,Baltimore RS et al. Circulation 2015;132:1487-1515.
aha-2015-ie-adults,US,2015,AHA,感染性心内膜炎,成人の感染性心内膜炎：診断・抗菌薬治療・合併症管理（AHA科学声明）,"Infective Endocarditis in Adults: Diagnosis, Antimicrobial Therapy, and Management of Complications: A Scientific Statement From the AHA",en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000296,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000296,10.1161/CIR.0000000000000296,Baddour LM et al. Circulation 2015;132:1435-1486. Includes ACHD; DOI from memory (not from search).
aha-2007-ie-prevention,US,2007,AHA,感染性心内膜炎,感染性心内膜炎の予防（AHAガイドライン 2007）,Prevention of Infective Endocarditis: Guidelines From the American Heart Association,en,https://www.ahajournals.org/doi/pdf/10.1161/CIRCULATIONAHA.106.183095,https://www.ahajournals.org/doi/10.1161/CIRCULATIONAHA.106.183095,10.1161/CIRCULATIONAHA.106.183095,Wilson W et al. Circulation 2007;116:1736-1754. Defines CHD categories warranting prophylaxis.
acc-aha-2025-achd-guideline,US,2025,ACC/AHA/HRS/ISACHD/SCAI,総合/ACHD,2025 ACC/AHA/HRS/ISACHD/SCAI 成人先天性心疾患管理ガイドライン,2025 ACC/AHA/HRS/ISACHD/SCAI Guideline for the Management of Adults With Congenital Heart Disease,en,https://www.jacc.org/doi/pdf/10.1016/j.jacc.2025.09.006,https://www.jacc.org/doi/10.1016/j.jacc.2025.09.006,10.1016/j.jacc.2025.09.006,Found via search (JACC). Circulation co-publication DOI not confirmed. Supersedes 2018 guideline.
aha-2022-sdoh-chd,US,2022,AHA,総合/ACHD,先天性心疾患における健康の社会的決定要因と健康格差（AHA科学声明）,Addressing Social Determinants of Health and Mitigating Health Disparities Across the Lifespan in Congenital Heart Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.122.025358,https://www.ahajournals.org/doi/10.1161/JAHA.122.025358,10.1161/JAHA.122.025358,Lopez KN et al. JAHA 2022;11:e025358 (open access).
aha-2022-transition-program-design,US,2022,AHA,総合/ACHD,移行期医療プログラム設計の実践的アプローチ（AHA科学声明）,Advances in Managing Transition to Adulthood for Adolescents With Congenital Heart Disease: A Practical Approach to Transition Program Design: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.122.025278,https://www.ahajournals.org/doi/10.1161/JAHA.122.025278,10.1161/JAHA.122.025278,JAHA 2022 (open access). Update to 2011 Sable statement.
aha-acc-2018-achd-guideline,US,2018,AHA/ACC,総合/ACHD,2018 AHA/ACC 成人先天性心疾患管理ガイドライン,2018 AHA/ACC Guideline for the Management of Adults With Congenital Heart Disease,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000603,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000603,10.1161/CIR.0000000000000603,Stout KK et al. Circulation 2019;139:e698-e800. Co-published JACC 10.1016/j.jacc.2018.08.1029.
aha-acc-2018-achd-executive-summary,US,2018,AHA/ACC,総合/ACHD,2018 AHA/ACC 成人先天性心疾患ガイドライン エグゼクティブサマリー,2018 AHA/ACC Guideline for the Management of Adults With Congenital Heart Disease: Executive Summary,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000602,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000602,10.1161/CIR.0000000000000602,Stout KK et al. Circulation 2019;139:e637-e697. JACC 10.1016/j.jacc.2018.08.1028.
aha-2015-chd-older-adult,US,2015,AHA,総合/ACHD,高齢成人における先天性心疾患（AHA科学声明）,Congenital Heart Disease in the Older Adult: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000204,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000204,10.1161/CIR.0000000000000204,Bhatt AB et al. Circulation 2015;131:1884-1931.
jacc-2012-hlhs-white-paper,US,2012,ACC (JACC white paper; NHLBI-supported multi-institution consensus),総合/ACHD,左心低形成症候群：現状と展望（JACC白書）,Hypoplastic Left Heart Syndrome: Current Considerations and Expectations,en,https://www.jacc.org/doi/pdf/10.1016/j.jacc.2011.09.022,https://www.jacc.org/doi/10.1016/j.jacc.2011.09.022,10.1016/j.jacc.2011.09.022,Feinstein JA et al. JACC 2012;59(1 Suppl):S1-S42. Open access PMC6110391.
aha-2011-transition,US,2011,AHA,総合/ACHD,先天性心疾患をもつ思春期患者の成人期移行のベストプラクティス（AHA科学声明）,Best Practices in Managing Transition to Adulthood for Adolescents With Congenital Heart Disease: The Transition Process and Medical and Psychosocial Issues,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0b013e3182107c56,https://www.ahajournals.org/doi/10.1161/CIR.0b013e3182107c56,10.1161/CIR.0b013e3182107c56,Sable C et al. Circulation 2011;123:1454-1485.
acc-aha-2008-achd-guideline,US,2008,ACC/AHA,総合/ACHD,ACC/AHA 2008 成人先天性心疾患管理ガイドライン,ACC/AHA 2008 Guidelines for the Management of Adults With Congenital Heart Disease,en,https://www.ahajournals.org/doi/pdf/10.1161/CIRCULATIONAHA.108.190690,https://www.ahajournals.org/doi/10.1161/CIRCULATIONAHA.108.190690,10.1161/CIRCULATIONAHA.108.190690,Warnes CA et al. Circulation 2008;118:e714-e833; JACC 10.1016/j.jacc.2008.10.001. Superseded by 2018/2025 but historically important.
aha-2025-pediatric-ph-left-heart-disease,US,2025,AHA,肺高血圧,左心疾患による小児肺高血圧症の臨床管理と移植の考慮（AHA科学声明）,Clinical Management and Transplant Considerations in Pediatric Pulmonary Hypertension Due to Left Heart Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/HHF.0000000000000086,https://www.ahajournals.org/doi/10.1161/HHF.0000000000000086,10.1161/HHF.0000000000000086,Circulation: Heart Failure. Approved by AHA Aug/Sep 2024; publication year 2025 inferred - verify.
aha-ats-2015-pediatric-ph,US,2015,AHA/ATS,肺高血圧,小児肺高血圧症ガイドライン（AHA/ATS）,Pediatric Pulmonary Hypertension: Guidelines From the American Heart Association and American Thoracic Society,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000329,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000329,10.1161/CIR.0000000000000329,Abman SH et al. Circulation 2015;132:2037-2099. Executive summary also in Circulation 2016.
ase-2023-fetal-echocardiogram,US,2023,"ASE (endorsed by Fetal Heart Society, SOPE, AIUM)",胎児,胎児心エコー検査の実施ガイドラインと推奨（ASE 2023更新）,Guidelines and Recommendations for Performance of the Fetal Echocardiogram: An Update from the American Society of Echocardiography,en,https://www.asecho.org/wp-content/uploads/2023/07/PIIS0894731723002067-1.pdf,https://onlinejase.com/article/S0894-7317(23)00206-7/fulltext,10.1016/j.echo.2023.04.014,"Moon-Grady AJ, Donofrio MT et al. JASE 2023;36:679-723. Replaces 2004 ASE fetal echo guideline."
